RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type
"15197117","","Schmalgauzen","","","Портрет","2023","5","n","",""
"16256354","","Schmalgauzen","","","Разом : Любов","2024","10","o","","LP"
"15355835","","Schmalgauzen","","","Сірі туфлі","2023","8","n","",""
"15424321","","Schmalgauzen","","","Твій Віль Del.1","2023","8","n","",""
"9815893","","Scoparia","","","Renewal","2018","5","n","",""
"15198528","","Scorched Moon","","","Obsidia","2023","3","n","",""
"3676731","","Scorpions","","","Comeblack","2011","6","n","",""
"795042","","Scorpions","","","Humanity - Hour I","2007","9","n","",""
"6070904","","Scorpions","","","Return to Forever","2015","4","n","",""
"1864963","","Scorpions","","","Sting in the Tail","2010","8","n","",""
"15291474","","Sea in the Sky","","","Fall in Place","2023","6","n","",""
"15441401","","Sebastiside","","","Reincarnate","2023","7","n","",""
"4193912","","Sebkha-Chott","","","The Ne[XXX]t Epilog v. 1.0","2012","3","n","",""
"10179087","","Secret Band","","","Lightning / Rabbit Hole","2019","8","n","",""
"10205869","","Secret Band","","","LP2","2019","8","n","",""
"5698367","","Secret Band","","","Secret Band","2014","7","n","",""
"9642844","A","Secret Revealed","","","Sacrifices","2019","6","n","",""
"11181072","","Sectile","","","Falls Apart","2020","7","n","",""
"9718661","","Sectorial","","","VYR","2018","7","n","",""
"6673362","","Sectorial","","","We Are the Titan's Rising Ashes","2015","8","n","",""
"16118829","","Seething Akira","","","Cancel Estate","2024","4","n","",""
"15690148","","Selbst","","","Despondency Chord Progressions","2024","8","n","",""
"15802388","","Semuta","","","Glacial Erratic","2024","6","n","",""
"15562707","","Senescere","","","Ameliorate","2023","5","n","",""
"14802290","","SENNA","","","A Moment of Quiet","2022","7","n","",""
"8169202","","Senoys","","","Senoys","2009","7","n","",""
"7726189","A","Sense of Gravity","","","Atrament","2016","9","n","",""
"5226724","A","Sense of Gravity","","","Travail","2014","7","n","",""
"15197087","","sense of life","","","Whereabouts","2023","7","n","",""
"14395726","A","Sense of Purpose","","","All the Grief Was Gone","2022","6","n","",""
"13469278","","Sentinels","","","Collapse by Design","2021","7","n","",""
"15648639","","SENTRIES","","","Snow as a Metaphor for Death","2024","3","n","",""
"16122188","","Septaria","","","A*","2024","7","n","",""
"8359620","","Septicflesh","","","Codex Omega","2017","6","n","",""
"5244692","","Septicflesh","","","Titan","2014","6","n","",""
"15194225","Abel","Sequera","","","Soundscapes","2023","8","n","",""
"4619226","","Serdce","","","Timelessness","2014","6","n","",""
"7923445","","Serenity in Murder","","","The Eclipse","2017","3","n","",""
"15620728","","Serling","","","The James Bevis Chronicles / The Hempstead Assignments","2024","7","n","",""
"15101882","","Sermon","","","Of Golden Verse","2023","8","n","",""
"4403958","","Serpents","","","Born of Ishtar","2013","5","n","",""
"5517213","","Serpents","","","Pestilence","2014","7","n","",""
"3344100","","Serpents","","","Serpents","2011","5","n","",""
"15680414","","SETYØURSAILS","","","Bad Blood","2024","4","n","",""
"5575619","","Seven Impale","","","City of the Sun","2014","7","n","",""
"15209071","","Seven Impale","","","SUMMIT","2023","8","n","",""
"15213954","","Seven Reizh","","","La barque ailée et l’albatros …quand s’envolent les mots...","2023","3","n","",""
"16191262","","Seventh Station","","","On Shoulders of Giants","2025","7","n","",""
"14525922","","Seventh Wonder","","","The Testament","2022","7","n","",""
"7749117","","Seylen","","","Gray","2016","9","n","",""
"4275333","Marco","Sfogli","","","reMarcoble","2012","8","n","",""
"15501944","Marco","Sfogli","","","Welcome to Ooglyworld","2023","7","n","",""
"15578331","","Sgàile","","","Traverse the Bealach","2024","6","n","",""
"15753258","","Shadohm","","","Through Darkness Towards Enlightenment","2024","4","n","",""
"15709305","","Shadow Limb","","","Reclaim","2024","4","n","",""
"13742434","","Shadow of Intent","","","Elegy","2022","7","n","",""
"13768502","","Shadow of Intent","","","From Ruin… We Rise","2021","7","n","",""
"10373256","","Shadow of Intent","","","Melancholy","2019","8","n","",""
"8159302","","Shadow of Intent","","","Reclaimer","2017","7","n","",""
"11079612","","Shadows of Contempt","","","Hopeless","2020","4","n","",""
"15510665","Nadine","Shah","","","Filthy Underneath","2024","5","n","",""
"15663531","","Shallow Waters","","","All Colours Blur to One","2024","4","n","",""
"15489874","","Shardborne","","","Oars in the Water","2023","6","n","",""
"15762634","","Shaving the Werewolf","","","God Whisperer","2024","8","n","",""
"6038884","","Shell From Oceanic","","","Ambivalence","2014","6","n","",""
"14671265","Derek","Sherinian","","","Vortex","2022","7","n","",""
"9468253","","Shining","","","Animal","2018","3","n","",""
"2485296","","Shining","","","Blackjazz","2010","8","n","",""
"728882","","Shining","","","Grindstone","2007","8","n","",""
"13316744","","Shining","","","IDGAF","2021","1","n","",""
"6664763","","Shining","","","International Blackjazz Society","2015","5","n","",""
"14297308","","Shining","","","KMA (Kiss My Ass)","2022","1","n","",""
"4374258","","Shining","","","One One One","2013","7","n","",""
"15285852","","Shining","","","Us Against the World","2023","2","n","",""
"15220664","","Shmu","","","Diino Power: Plastiq Island","2023","5","n","",""
"15257524","","Shodan","","","None Shall Prevail","2023","4","n","",""
"9844753","","Shokran","","","Ethereal","2019","5","n","",""
"7650383","","Shokran","","","Exodus","2016","6","n","",""
"5270555","","Shokran","","","Supreme Truth","2014","6","n","",""
"12202305","","Show Me a Dinosaur","","","Plantgazer","2020","5","n","",""
"9886043","","Shrezzers","","","Relationships","2019","5","n","",""
"15441557","","Shylmagoghnar","","","Convergence","2023","6","n","",""
"2240666","","(sic)monic","","","Somnambulist","2009","7","n","",""
"7982240","","Sigh","","","Heir to Despair","2018","6","n","",""
"14791975","","Sigh","","","Shiki","2022","8","n","",""
"14819167","","Sikasa","","","Matter Earth","2022","7","n","",""
"14641150","","Silence in Solitude","","","Eternal","2022","4","n","",""
"15522164","","Silent Grace","","","Deep Inside Yearning","2023","6","n","",""
"13590739","","Silent Planet","","","Iridescent","2021","4","n","",""
"15421102","","Silent Planet","","","Superbloom","2023","3","n","",""
"11070001","","Silent Planet","","","The Night God Slept Redux","2020","6","n","",""
"9483034","","Silent Planet","","","When the End Began","2018","6","n","",""
"11206475","","Silvered","","","Six Hours","2020","7","n","",""
"15808016","","Silver Fang","","","Labyrinth","2024","4","n","",""
"16104803","","Silverstein","","","Antibloom","2025","4","n","",""
"375089","","Silverstein","","","Discovering the Waterfront","2005","7","n","",""
"13993658","","Silverstein","","","It's Over","2021","7","n","",""
"14417020","","Silverstein","","","Misery Made Me","2022","6","n","",""
"10579776","","Singularity","","","Place of Chains","2019","6","n","",""
"5864154","","Singularity","","","Singularity","2014","7","n","",""
"15063812","","Singularity","","","Uncontrolled","2022","5","n","",""
"7659245","","Singularity","","","Void Walker","2016","7","n","",""
"7116970","","Sinistro","","","Semente","2016","7","n","",""
"13953873","","Sion","","","Sion","2021","7","n","",""
"15693353","","Siriun","","","Psychonaut","2024","4","n","",""
"15811452","","Sistemas Inestables","","","Homines","2024","8","n","",""
"16157216","","Sister Hazel","","","Sand, Sea &amp; Crash Debris","2024","3","n","",""
"10437044","","SiXforNinE","","","Parallel Universe","2019","4","n","",""
"15392241","","Skraeckoedlan","","","Vermillion Sky","2024","6","n","",""
"15725062","","Skull Incision","","","Grim","2024","6","n","",""
"10865975","","Skyblood","","","Skyblood","2019","5","n","",""
"15232930","","Sky Empire","","","The Shifting Tectonic Plates of Power - Part One","2023","2","n","",""
"15785861","","Skylene","","","Within My Vinicity","2024","4","n","",""
"13132639","","Slaughter to Prevail","","","Kostolom","2021","5","n","",""
"15643915","","Sleepmakeswaves","","","It's Here, But I Have No Names for It","2024","7","n","",""
"8080824","","Sleepmakeswaves","","","Made of Breath Only","2017","5","n","",""
"15004329","","Sleepsculptor","","","Divine Recalibration","2023","6","n","",""
"12805505","","Sleep Terror","","","Above Snakes","2021","7","n","",""
"15138623","","Sleep Terror","","","Railroad to Dystopia","2023","8","n","",""
"16401949","","Sleep Token","","","Caramel","2025","1","n","",""
"16368017","","Sleep Token","","","Emergence","2025","1","n","",""
"16368012","","Sleep Token","","","Even in Arcadia","2025","1","n","",""
"10527577","","Sleep Token","","","Sundowning","2019","5","n","",""
"15076362","","Sleep Token","","","Take Me Back to Eden","2023","3","n","",""
"15418027","","Sleepytime Gorilla Museum","","","Of the Last Human Being","2024","5","n","",""
"12354992","","Slice the Cake","","","Live At Home","2020","8","n","",""
"7289582","","Slice the Cake","","","Odyssey to the Gallows","2016","7","n","",""
"5097940","","Slice the Cake","","","Odyssey to the West","2016","10","n","",""
"15486681","","SLIFT","","","Ilion","2024","7","n","",""
"15657554","","Slimelord","","","Chytridiomycosis Relinquished","2024","5","n","",""
"5778827","","Slipknot","","",".5: The Gray Chapter","2014","5","n","",""
"1630837","","Slipknot","","","All Hope Is Gone","2008","5","n","",""
"9699332","","Slipknot","","","All Out Life","2018","5","n","",""
"10529060","","Slipknot","","","Birth of the Cruel","2019","6","n","",""
"1986","","Slipknot","","","Iowa","2001","6","n","",""
"4509","","Slipknot","","","Slipknot","1999","6","n","",""
"10487808","","Slipknot","","","Solway Firth","2019","7","n","",""
"13913751","","Slipknot","","","The Chapeltown Rag","2021","4","n","",""
"14834410","","Slipknot","","","The Dying Song (Time to Sing)","2022","3","n","",""
"14834465","","Slipknot","","","The End, So Far","2022","3","n","",""
"10284690","","Slipknot","","","Unsainted","2019","7","n","",""
"140805","","Slipknot","","","Vol. 3: (The Subliminal Verses)","2004","6","n","",""
"10252101","","Slipknot","","","We Are Not Your Kind","2019","7","n","",""
"14857875","","Slipknot","","","Yen","2022","5","n","",""
"8900573","","Slugdge","","","Esoteric Malacology","2018","8","n","",""
"8504393","","Smalltape","","","The Ocean","2017","7","n","",""
"15545448","The","Smile","","","Wall of Eyes","2024","3","n","",""
"15089606","Victor","Smolski","","","Guitar Force","2023","7","n","",""
"15101847","","snakedersch","","","Edges","2023","7","n","",""
"12173086","","Soen","","","Imperial","2021","6","n","",""
"9706391","","Soen","","","Lotus","2019","6","n","",""
"4508854","","So Hideous","","","Last Poem/First Light","2013","7","n","",""
"6659861","","So Hideous","","","Laurestine","2015","6","n","",""
"13842050","","So Hideous","","","None but a Pure Heart Can Sing","2021","5","n","",""
"9642792","","Soilwork","","","Verkligheten","2019","5","n","",""
"16016295","","Solars","","","A Fading Future","2024","5","n","",""
"16312845","","Solar Ship","","","Plein Vent","2025","5","n","",""
"15075084","","Solar Ship","","","Solar Ship","2022","8","n","",""
"15136224","Einar","Solberg","","","16","2023","9","n","",""
"14673590","","Soledad","","","XIII","2022","7","n","",""
"15370241","","Solemn Vision","","","Despite the Rise of the Sun","2023","5","n","",""
"15293457","","Somniate","","","We Have Proved Death","2023","7","n","",""
"15579615","","Somnium de Lycoris","","","In the Failing Hours","2023","7","n","",""
"15279343","","Sonar with David Torn and J. Peter Schwalm","","","Three Movements","2023","8","n","",""
"7591698","","Sonic Syndicate","","","Confessions","2016","1","n","",""
"384620","","Sonic Syndicate","","","Eden Fire","2005","7","n","",""
"1603852","","Sonic Syndicate","","","Love and Other Disasters","2008","5","n","",""
"815674","","Sonic Syndicate","","","Only Inhuman","2007","7","n","",""
"5448729","","Sonic Syndicate","","","Sonic Syndicate","2014","4","n","",""
"2787653","","Sonic Syndicate","","","We Rule the Night","2010","3","n","",""
"5479876","","Son of Aurelius","","","Under a Western Sun","2014","6","n","",""
"16402207","","Sons of Ra","","","Standard Deviation","2025","6","n","",""
"15739047","","Sorcerer","","","Devotion","2024","6","n","",""
"14685550","","Soreption","","","Jord","2022","6","n","",""
"63837","Jeremy","Soule","","","The Elder Scrolls III: Morrowind","2002","10","n","",""
"660809","Jeremy","Soule","","","The Elder Scrolls IV: Oblivion","2006","8","n","",""
"3743186","Jeremy","Soule","","","The Elder Scrolls V: Skyrim","2011","8","n","",""
"15494979","","Soul Giant","","","New Wave","2023","5","n","",""
"15236760","","Soulkeeper","","","Holy Design","2023","7","n","",""
"15395256","The","Sound That Ends Creation","","","Exactly What You Thought, But Worse Than You Imagined","2023","5","n","",""
"11962868","The","Sound That Ends Creation","","","Memes, Dreams, and Flying Machines","2020","6","n","",""
"12319665","The","Sound That Ends Creation","","","Merry Christmas You Filthy Animal","2020","6","n","",""
"11279450","","SouphL","","","Commérages","2020","6","n","",""
"14282465","","Space of Variations","","","IMAGO","2022","3","n","",""
"15749728","","Space of Variations","","","Tribe","2024","7","n","",""
"121449","Otis","Spann","","","The Biggest Thing Since Colossus","1969","8","n","",""
"2119","Britney","Spears","","","...Baby One More Time","1999","5","n","",""
"2108","Britney","Spears","","","Britney","2001","7","n","",""
"87293","Britney","Spears","","","In the Zone","2003","6","n","",""
"982","Britney","Spears","","","Oops!...I Did It Again","2000","7","n","",""
"6215556","","Special Providence","","","Essence of Change","2015","7","n","",""
"8692691","","Special Providence","","","Will","2017","5","n","",""
"13154925","","Spiritbox","","","Eternal Blue","2021","4","n","",""
"10361558","","Spiritbox","","","Singles Collection","2019","6","n","",""
"16160176","","Spiritbox","","","Tsunami Sea","2025","5","n","",""
"15517493","","Spiritual Deception","","","Semitae Mentis","2024","4","n","",""
"8953747","","Spiritual Front","","","Amour braque","2018","6","n","",""
"9000684","","Spiritual Front","","","Children of the Black Light","2018","5","n","",""
"1917528","","Spiritual Front","","","Rotten Roma Casino","2010","6","n","",""
"15511541","","Splice","","","Crypsoria's Echoes","2023","8","n","",""
"15895143","","Split Iris","","","Bloodred Dusk","2024","5","n","",""
"4292366","","Spock's Beard","","","Brief Nocturnes and Dreamless Sleep","2013","7","n","",""
"11899105","","Spook the Horses","","","Empty Body","2020","6","n","",""
"15131834","","Spotlights","","","Alchemy for the Dead","2023","4","n","",""
"15299722","","Spurv","","","Brefjære","2023","8","n","",""
"15135663","","Squid Pisser","","","My Tadpole Legion","2023","6","n","",""
"15359008","Haralabos [Harry]","Stafylakis","","","Calibrating Friction","2023","9","n","",""
"15720152","","Stagnant Waters","","","Rifts","2024","6","n","",""
"3425327","","Stalino","","","Conflict","2010","1","n","",""
"4592083","","Stalino","","","Seven Voices","2013","1","n","",""
"15456085","","Stalino","","","Worldview Pierced by Euphoria","2023","1","n","",""
"15273339","","Stam1na","","","X","2023","8","n","",""
"15693478","","Standards","","","Fruit Galaxy","2024","6","n","",""
"15969747","","Starve","","","Life's Promise Dies","2024","8","n","",""
"15311320","","Stasis","","","Six Shades of Red","2023","7","n","",""
"14194522","","Static Dress","","","Rouge Carpet Disaster","2022","7","n","",""
"11126281","","Static-X","","","Hollow","2020","5","n","",""
"1989","","Static-X","","","Machine","2001","4","n","",""
"15135355","","Static-X","","","Project: Regeneration Vol. 2","2024","3","n","",""
"65620","","Static-X","","","Shadow Zone","2003","7","n","",""
"293589","","Static-X","","","Start a War","2005","5","n","",""
"11315999","","Stazma","","","Shapeshifter","2020","7","n","",""
"5196617","","Stealing Axion","","","Aeons","2014","7","n","",""
"8996071","","Stealing Axion","","","Eternities","2018","2","n","",""
"3833560","","Stealing Axion","","","Moments","2012","7","n","",""
"3094124","","Stealing Axion","","","Stealing Axion","2010","8","n","",""
"15918981","Olly","Steele","","","Imbalance","2024","7","n","",""
"15191740","","Stellar Circuits","","","Sight to Sound","2023","5","n","",""
"15489398","","Stengah","","","Downward Mechanic","2023","7","n","",""
"14292425","","Stengah","","","Soma Sema","2022","7","n","",""
"10288881","","Step in Fluid","","","Back in Business","2019","8","n","",""
"14757488","","Steroid Puppets","","","Earthguest","2022","6","n","",""
"1694736","","Stigmata","","","Stigmata","2007","7","n","",""
"1694699","","Stigmata","","","Больше чем любовь","2005","5","n","",""
"2504517","","Stigmata","","","Мой путь","2010","6","n","",""
"16035214","","STILL","","","A Theft","2024","7","n","",""
"5057028","","Still Remains","","","Ceasing to Breathe","2013","4","n","",""
"302620","","Still Remains","","","Of Love and Lunacy","2005","8","n","",""
"4400942","","Still Remains","","","Reading Lips","2012","8","n","",""
"783594","","Still Remains","","","The Serpent","2007","5","n","",""
"5777832","","Stolas","","","Allomaternal","2014","5","n","",""
"4405346","","Stolas","","","Living Creatures","2013","6","n","",""
"8010818","","Stolas","","","Stolas","2017","6","n","",""
"4065134","","Stolen Babies","","","Naught","2012","5","n","",""
"11722744","","Stolen Babies","","","Stolen Babies","2020","5","n","",""
"641173","","Stolen Babies","","","There Be Squabbles Ahead","2006","8","n","",""
"11034543","","[Stömb]","","","From Nihil","2020","7","n","",""
"15051772","","Stömb","","","Massive Disturb Meta Art","2023","8","n","",""
"6187059","","Stömb","","","The Grey","2015","7","n","",""
"6681241","","Stone Healer","","","He Who Rides Immolated Horses","2015","7","n","",""
"15282595","","Stoneside.","","","God of the Mountain","2023","6","n","",""
"562289","","Stone Sour","","","Come What(ever) May","2006","6","n","",""
"21199","","Stone Sour","","","Stone Sour","2002","5","n","",""
"15942892","","Stoort Neer","","","essensen av smärta, reflektion och återhämtning","2024","6","n","",""
"15167438","","Stormhaven","","","Blindsight","2023","5","n","",""
"15371500","","Stortregn","","","Finitude","2023","8","n","",""
"6909757","","Strawberry Girls","","","American Graffiti","2015","7","n","",""
"8047410","","Strawberry Girls","","","Italian Ghosts","2017","6","n","",""
"14941192","","Strawberry Girls","","","Nightmare / Dream Sequence","2022","7","n","",""
"14996933","","Strawberry Girls","","","Prussian Gloom","2022","8","n","",""
"10735527","","Strawberry Girls","","","Tasmanian Glow","2019","5","n","",""
"7451192","","SubRosa","","","For This We Fought the Battle of Ages","2016","6","n","",""
"15279048","","Subterranean Disposition","","","Individuation","2023","8","n","",""
"16314250","","Subterranean Lava Dragon","","","The Great Architect","2025","7","n","",""
"12570725","","Subterranean Masquerade","","","Mountain Fever","2021","7","n","",""
"5598068","","Subterranean Masquerade","","","The Great Bazaar","2015","7","n","",""
"12235496","","Subterranean Masquerade","","","The Pros &amp; Cons of Social Isolation","2020","4","n","",""
"15445201","","Suffocation","","","Hymns From the Apocrypha","2023","5","n","",""
"10771582","","Suicide Silence","","","Become the Hunter","2020","3","n","",""
"5262670","","Suicide Silence","","","Ending Is the Beginning","2014","5","n","",""
"2097386","","Suicide Silence","","","No Time to Bleed","2009","7","n","",""
"14779931","","Suicide Silence","","","Remember… You Must Die","2023","3","n","",""
"7722470","","Suicide Silence","","","Suicide Silence","2017","1","n","",""
"3422684","","Suicide Silence","","","The Black Crown","2011","3","n","",""
"922271","","Suicide Silence","","","The Cleansing","2007","6","n","",""
"5442287","","Suicide Silence","","","You Can't Stop Me","2014","2","n","",""
"15778503","","SUMAC","","","The Healer","2024","6","n","",""
"13652180","","SUMIN &amp; Slom","","","MINISERIES","2021","5","n","",""
"15659586","","Summoner's Circle","","","Cult","2024","4","n","",""
"15293931","","Sunbeam Overdrive","","","D I A M A","2023","6","n","",""
"15796900","","Sunburst","","","Manifesto","2024","6","n","",""
"16254822","","Suncinder","","","Heretic","2024","2","n","",""
"16004245","","Sungazer","","","Against the Fall of Night","2024","7","n","",""
"8010242","","Sunless","","","Urraca","2017","7","n","",""
"13474030","","Sunless","","","Ylem","2021","5","n","",""
"9674083","","Sunless Dawn","","","Timeweaver","2018","7","n","",""
"7227122","","Sunrise Skater Kids","","","Friendville","2016","8","n","",""
"13194650","","Sunrise Skater Kids","","","Still Posi","2021","6","n","",""
"14457167","","Super Satan","","","Celestial","2022","7","n","",""
"15514497","","Surut","","","Unelma","2023","8","n","",""
"15356329","","Svalbard","","","The Weight of the Mask","2023","8","n","",""
"11830062","","Svalbard","","","When I Die, Will I Get Better?","2020","7","n","",""
"10884923","","Svart Crown","","","Wolves Among the Ashes","2020","4","n","",""
"15583547","","Svdestada","","","Candela","2024","7","n","",""
"15933243","A","Swarm of the Sun","","","An Empire","2024","7","n","",""
"14112096","The","Sway of Mountains","","","All the Colour Stains the Light","2021","4","n","",""
"11147568","","Sweven","","","The Eternal Resonance","2020","5","n","",""
"15723820","","Syk","","","eartHFlesh","2024","7","n","",""
"15298791","","Sylosis","","","A Sign of Things to Come","2023","5","n","",""
"10906728","","Sylosis","","","Cycle of Suffering","2020","7","n","",""
"15722842","","Symakya","","","Project 11: The Landing","2024","4","n","",""
"15723404","","Symphress","","","Pseudo","2024","6","n","",""
"15552187","","Syncatto","","","Afterglow","2023","7","n","",""
"13305714","","Syncatto","","","A Place to Breathe","2021","8","n","",""
"10588090","","Syncatto","","","Coloratura","2019","8","n","",""
"15703195","","Syncatto","","","Fiction","2024","8","n","",""
"14869659","","Syncatto","","","King","2022","10","n","",""
"14167750","","Syncatto","","","Lost Inside","2021","6","n","",""
"15469128","","Syncatto","","","Nightfall","2023","8","n","",""
"14956125","","Syncatto","","","Patterns","2022","8","n","",""
"15918288","","Syncatto","","","Smoke &amp; Mirrors","2024","7","n","",""
"11581793","","Syncatto","","","Split","2020","7","n","",""
"15992811","","Syncatto &amp; Bernth","","","Aurora","2024","5","n","",""
"16142549","","TAKE","","","Time Bomb","2024","6","n","",""
"11642433","","Tallah","","","Matriphagy","2020","7","n","",""
"14692117","","Tallah","","","The Impressionist","2022","5","n","",""
"13529837","","Tallah","","","Vanilla Paste","2021","6","n","",""
"10767807","","Tame Impala","","","The Slow Rush","2020","1","n","",""
"15656763","","TAMTAM","","","Ramble in the Rainbow","2024","5","n","",""
"15738996","The","Tangent","","","To Follow Polaris","2024","6","n","",""
"15195403","","Tardigrade Inferno","","","Arrival of a Train","2023","7","n","",""
"15307108","","Tardigrade Inferno","","","Burn the Circus!","2023","8","n","",""
"9966116","","Target","","","Deep Water Flames","2019","7","n","",""
"15897355","","Tatran","","","Evermore","2024","3","n","",""
"5968530","","Tatran","","","Shvat","2014","8","n","",""
"15436946","","Taubra","","","Therizo","2023","5","n","",""
"15524406","","TAUK","","","Equalizer","2023","5","n","",""
"15363236","","TB Project","","","Hourglass of Exile","2023","5","n","",""
"12340939","","TDW","","","The Days the Clock Stopped","2020","3","n","",""
"15892518","","Teeth","","","The Will of Hate","2024","5","n","",""
"15262874","","TEETH","","","A Biblical Worship of Violence","2023","8","n","",""
"15231817","","Teitan","","","In Oculus Abyss","2023","8","n","",""
"16249863","","Telepathy","","","Transmissions","2025","6","n","",""
"13356672","","Telomēre","","","Where Are We Still","2021","6","n","",""
"15128943","","Telos","","","Delude","2023","7","n","",""
"15356648","","TEMIC","","","Terror Management Theory","2023","6","n","",""
"16007168","","Temple of Ellora","","","Entombed","2024","4","n","",""
"10220338","","Teramaze","","","Are We Soldiers","2019","6","n","",""
"11962798","","Teramaze","","","I Wonder","2020","5","n","",""
"7877462","","Teramobil","","","Magnitude of Thoughts","2016","7","n","",""
"14913990","","Teravolt","","","Waking Up","2022","7","n","",""
"15441325","","Termina","","","Soul Elegy","2023","7","n","",""
"15171800","","Terms","","","All Becomes Indistinct","2023","6","n","",""
"16014388","","Terrestre","","","Maere","2024","6","n","",""
"14075775","","Tersivel","","","To the Orphic Void","2022","6","n","",""
"13493000","","TesseracT","","","Tourniquet (P O R T A L S)","2021","5","n","",""
"15346186","","TesseracT","","","War of Being","2023","7","n","",""
"15351686","","TesseracT","","","War of Being","2023","9","n","",""
"16313962","","Tethered Hands","","","Tethered Hands","2025","7","n","",""
"6846485","","Textures","","","Phenotype","2016","7","n","",""
"15695284","","Thalassophobia","","","Incorporeal Power","2024","3","n","",""
"4061785","","Thank You Scientist","","","Maps of Non-Existent Places","2012","7","n","",""
"13748712","","Thank You Scientist","","","Plague Accommodations","2021","5","n","",""
"7407088","","Thank You Scientist","","","Stranger Heads Prevail","2016","7","n","",""
"10167466","","Thank You Scientist","","","Terraformer","2019","7","n","",""
"10271777","","Thank You Scientist","","","Terraformer","2019","7","n","",""
"15227330","","Thantifaxath","","","Hive Mind Narcosis","2023","8","n","",""
"15800497","","That's What She Said","","","Slowly but Surely","2024","5","n","",""
"4990761","","Theater of the Absurd","","","The Myth of Sisyphus","2013","6","n","",""
"10953575","","Their Dogs Were Astronauts","","","Dreamcatcher","2020","4","n","",""
"15168506","","Their Dogs Were Astronauts","","","Momentum","2023","5","n","",""
"9103192","","Them Moose Rush","","","Don't Pick Your Noise","2018","5","n","",""
"15587096","","Theophonos","","","Ashes in the Huron River","2024","6","n","",""
"15681550","","Theraphosa","","","Inferno","2024","4","n","",""
"15950382","","Thirteen Goats","","","Capricorn Rising","2024","5","n","",""
"16214040","","This Gift Is a Curse","","","Heir","2025","6","n","",""
"14486162","","Thornhill","","","Heroine","2022","6","n","",""
"15882599","","Thrailkill","","","Unperson","2024","7","n","",""
"15493048","","Three Eyes of the Void","","","The Atheist","2023","8","n","",""
"7262286","","Thrice","","","To Be Everywhere Is to Be Nowhere","2016","6","n","",""
"15673798","","Throne of Thorns","","","Converging Parallel Worlds","2024","6","n","",""
"14852344","","Throwaway","","","Hand That Takes","2022","6","n","",""
"15503426","Bambie","Thug","","","Cathexis","2023","6","n","",""
"15268105","","Thus Spoke Zarathustra","","","Act Like You Don't Know","2023","6","n","",""
"15268278","","Thy Art Is Murder","","","Godlike","2023","5","n","",""
"10762970","","Thy Catafalque","","","Naiv","2020","7","n","",""
"15585083","","Thy Shining Curse","","","Theurgia","2024","7","n","",""
"15802922","","Tide Has Turned","","","Thorn","2024","3","n","",""
"5093346","","Tides of Man","","","Young and Courageous","2014","7","n","",""
"16050123","","Tigerwine","","","Toil &amp; Spin","2024","5","n","",""
"15897677","","Tintoretto","","","Tintoretto","2024","4","n","",""
"10261934","","Titans Fall Harder","","","Heavy Lies This Life","2019","5","n","",""
"11809540","","Titan to Tachyons","","","Cactides","2020","6","n","",""
"15040765","","Tithe","","","Inverse Rapture","2023","5","n","",""
"15670803","","Toadliquor","","","Back in the Hole","2024","5","n","",""
"3524120","","Today I Caught the Plague","","","Lore","2011","8","n","",""
"7156950","","Todtgelichter","","","Rooms","2016","4","n","",""
"14868457","","Toehider","","","I Have Little to No Memory of These Memories","2022","6","n","",""
"11990324","","Toehider","","","I LIKE IT!","2020","8","n","",""
"5606974","","Toehider","","","What Kind of Creature Am I?","2014","7","n","",""
"15981943","","Together to the Stars","","","The Fragile Silence","2024","7","n","",""
"14335925","","Tómarúm","","","Ash in Realms of Stone Icons","2022","8","n","",""
"16305418","","Tómarúm","","","Beyond Obsidian Euphoria","2025","8","n","",""
"10508975","","Tool","","","Fear Inoculum","2019","5","n","",""
"15730297","","Topiary Creatures","","","The Metaphysical Tech Support Hotline","2024","6","n","",""
"5575226","","Torrential Downpour","","","Truth Knowledge Vision","2014","7","n","",""
"16205306","","Toru","","","Velours dévorant","2025","7","n","",""
"15003655","","Toumaï","","","Tempus Fugit","2023","8","n","",""
"10950904","","Toundra","","","Das Cabinet des Dr. Caligari","2020","4","n","",""
"13791013","","Toundra","","","El odio. Parte I","2021","7","n","",""
"13782526","","Toundra","","","Hex","2022","7","n","",""
"2706299","","Toundra","","","(II)","2010","8","n","",""
"11090135","","Toundra","","","II. Akt","2020","4","n","",""
"3916815","","Toundra","","","(III)","2012","8","n","",""
"6009561","","Toundra","","","(IV)","2015","7","n","",""
"8975771","","Toundra","","","Vortex","2018","7","n","",""
"9234895","Devin","Townsend","","","Empath","2019","5","n","",""
"10035390","Devin","Townsend","","","Genesis","2019","7","n","",""
"16012040","Devin","Townsend","","","PowerNerd","2024","5","n","",""
"6777294","Devin","Townsend Project","","","Transcendence","2016","6","n","",""
"2117330","The Devin","Townsend Project","","","Addicted","2009","6","n","",""
"15177039","","Trailight","","","Mirrors","2023","5","n","",""
"15580983","The","Tramlines Project","","","Perception","2023","7","n","",""
"11362244","","Transcend","","","Balance I","2020","5","n","",""
"15639919","","Transit Method","","","Othervoid","2024","5","n","",""
"8966113","","Tranzat","","","Hellish Psychedelia","2016","5","n","",""
"14462210","","Tranzat","","","Ouh La La","2022","9","n","",""
"9098992","","Tranzat","","","The Great Disaster","2018","7","n","",""
